과정명,기관ID,과정ID,회차,등급,만족도,취업률_3개월,취업률_6개월,수강비,실제훈련비,정원,훈련대상,커리큘럼
Spring 기반 백엔드 개발자 성장 과정,500039727504,AIG20240000459357,4,,738,,,19021200,19021200,60,K-디지털 트레이닝,
"딥러닝 모델(자연어처리, 컴퓨터비전) 기반 AI 엔지니어 부트캠프",500042496680,AIG20240000498115,3,,00,,,22687500,22687500,60,K-디지털 트레이닝,
[스마트훈련][스타트업트랙] IT 스타트업 실무형 사업 개발자(BD) 부트캠프,500042311334,AIG20230000455719,10,,778,,,12487200,12487200,60,K-디지털 트레이닝,
UXUI 디자인 부트캠프,500033945638,AIG20230000455753,7,,794,,,15972000,15972000,60,K-디지털 트레이닝,
프로그래머스 데브코스: 클라우드 기반 프론트엔드 엔지니어링,500036172479,AIG20240000459391,6,,699,,,14520000,14520000,60,K-디지털 트레이닝,
[Microsoft] AI School,500037517077,AIG20240000501209,1,,00,,,17351400,17351400,65,K-디지털 트레이닝,
웹 서비스 프로젝트 기반 프론트엔드 엔지니어 부트캠프,500037933544,AIG20240000459331,2,,911,,,16698000,16698000,70,K-디지털 트레이닝,
심화_ProTech 풀스택 개발자 부트캠프,500033945638,AIG20240000498363,2,,857,,,5082880,5082880,70,K-디지털 트레이닝,
프로그래머스 데브코스: 클라우드 기반 백엔드 엔지니어링,500036172479,AIG20240000459390,6,,797,,,14520000,14520000,70,K-디지털 트레이닝,
프로그래머스 데브코스: 클라우드 기반 백엔드 엔지니어링,500036172479,AIG20240000459390,7,,797,,,14520000,14520000,70,K-디지털 트레이닝,
기업 참여형 실무 중심 웹 프론트엔드 엔지니어 부트캠프,500037933544,AIG20240000459333,2,,951,,,16698000,16698000,70,K-디지털 트레이닝,
심화_ProTech 풀스택 개발자 부트캠프,500033945638,AIG20240000498363,3,,857,,,5082880,5082880,70,K-디지털 트레이닝,
프로그래머스 데브코스: 클라우드 기반 백엔드 엔지니어링,500036172479,AIG20240000459390,8,,797,,,14520000,14520000,70,K-디지털 트레이닝,
심화_ProTech 풀스택 개발자 부트캠프,500033945638,AIG20240000498363,5,,857,,,5082880,5082880,70,K-디지털 트레이닝,
심화_ProTech 풀스택 개발자 부트캠프,500033945638,AIG20240000498363,4,,857,,,5082880,5082880,70,K-디지털 트레이닝,
리얼타임엔진 기반 AI Media Craft 과정,500039538111,AIG20240000459310,5,,848,,,18585600,18585600,75,K-디지털 트레이닝,
XR 기술을 활용한 게임 개발자 부트캠프,500020031484,AIG20230000455590,2,,971,,,15628800,15628800,75,K-디지털 트레이닝,
생성형 AI를 활용한 게임 기획자 부트캠프,500020031484,AIG20230000455587,2,,932,,,15628800,15628800,75,K-디지털 트레이닝,
리얼타임엔진 기반 AI Media Craft 과정,500039538111,AIG20240000459310,6,,848,,,18585600,18585600,75,K-디지털 트레이닝,
재직자_BI를 위한 데이터 분석 자동화,500039286716,AIG20240000459408,4,,827,,,2904000,2904000,75,K-디지털 트레이닝,
리얼타임엔진 기반 AI Media Craft 과정,500039538111,AIG20240000459310,7,,848,,,18585600,18585600,75,K-디지털 트레이닝,
심화_프론트엔드 엔지니어 부트캠프,500042496680,AIG20240000459335,7,,855,,,5097490,5097490,80,K-디지털 트레이닝,
AI 활용 데이터 분석가 부트캠프,500042496680,AIG20240000459302,6,,848,,,22687500,22687500,80,K-디지털 트레이닝,
클라우드 기반 풀스택 엔지니어 부트캠프,500042496680,AIG20240000459283,6,,837,,,22687500,22687500,80,K-디지털 트레이닝,
"[이스트캠프] 와썹 AI 서비스 기획(PM, UI/UX, BM)",500035988371,AIG20230000455593,6,,868,,,13213200,13213200,80,K-디지털 트레이닝,
"[이스트캠프]오르미 백엔드 개발(Java, Spring, JPA)",500035988371,AIG20230000412662,10,,832,,,13213200,13213200,80,K-디지털 트레이닝,
"[이스트캠프] 와썹 AI 모델 개발(Python, 인공지능, 딥러닝)",500035988371,AIG20230000455595,7,,812,,,13213200,13213200,80,K-디지털 트레이닝,
"[이스트캠프] 와썹 AI 모델 개발(Python, 인공지능, 딥러닝)",500035988371,AIG20230000455595,9,,812,,,13213200,13213200,80,K-디지털 트레이닝,
AWS 활용 Spring 백엔드 개발자 실무 부트캠프,500042496680,AIG20240000498142,2,,00,,,22687500,22687500,80,K-디지털 트레이닝,
생성형 AI 및 데이터 활용 프로덕트 디자인/기획 부트캠프,500042496680,AIG20240000498066,2,,00,,,22687500,22687500,80,K-디지털 트레이닝,
AI 활용 데이터 분석가 부트캠프,500042496680,AIG20240000459302,7,,848,,,22687500,22687500,80,K-디지털 트레이닝,
심화_프론트엔드 엔지니어 부트캠프,500042496680,AIG20240000459335,8,,855,,,5097490,5097490,80,K-디지털 트레이닝,
우아한테크코스 웹 백엔드,500033553840,AIG20240000459261,2,,984,,,22633050,22633050,80,K-디지털 트레이닝,
"[이스트캠프] 와썹 AI 모델 개발(Python, 인공지능, 딥러닝)",500035988371,AIG20230000455595,8,,812,,,13213200,13213200,80,K-디지털 트레이닝,
"[이스트캠프] 오르미 프론트엔드 개발(React, HTML/CSS/JavaScript)",500035988371,AIG20240000459097,5,,752,,,13213200,13213200,80,K-디지털 트레이닝,
"[이스트캠프] 와썹 AI 서비스 기획(PM, UI/UX, BM)",500035988371,AIG20230000455593,7,,868,,,13213200,13213200,80,K-디지털 트레이닝,
"[이스트캠프] 가디언즈 인프라보안(모의해킹, 정보보호, 사이버보안)",500035988371,AIG20240000459091,3,,813,,,13358400,13358400,80,K-디지털 트레이닝,
멋쟁이사자처럼 앱/안드로이드 스쿨,500037933544,AIG20230000412694,4,,872,,,16698000,16698000,80,K-디지털 트레이닝,
AWS 활용 Spring 백엔드 개발자 실무 부트캠프,500042496680,AIG20240000498142,3,,00,,,22687500,22687500,80,K-디지털 트레이닝,
생성형 AI 및 데이터 활용 프로덕트 디자인/기획 부트캠프,500042496680,AIG20240000498066,3,,00,,,22687500,22687500,80,K-디지털 트레이닝,
"[이스트캠프] 와썹 AI 서비스 기획(PM, UI/UX, BM)",500035988371,AIG20230000455593,8,,868,,,13213200,13213200,80,K-디지털 트레이닝,
"[이스트캠프]오르미 백엔드 개발(Java, Spring, JPA)",500035988371,AIG20230000412662,11,,832,,,13213200,13213200,80,K-디지털 트레이닝,
클라우드 기반 풀스택 엔지니어 부트캠프,500042496680,AIG20240000459283,7,,837,,,22687500,22687500,80,K-디지털 트레이닝,
"[이스트캠프] 와썹 AI 모델 개발(Python, 인공지능, 딥러닝)",500035988371,AIG20230000455595,10,,812,,,13213200,13213200,80,K-디지털 트레이닝,
AI 활용 데이터 분석가 부트캠프,500042496680,AIG20240000459302,8,,848,,,22687500,22687500,80,K-디지털 트레이닝,
심화_프론트엔드 엔지니어 부트캠프,500042496680,AIG20240000459335,9,,855,,,5097490,5097490,80,K-디지털 트레이닝,
"[이스트캠프] 오르미 프론트엔드 개발(React, HTML/CSS/JavaScript)",500035988371,AIG20240000459097,6,,752,,,13213200,13213200,80,K-디지털 트레이닝,
AWS 활용 Spring 백엔드 개발자 실무 부트캠프,500042496680,AIG20240000498142,4,,00,,,22687500,22687500,80,K-디지털 트레이닝,
멋쟁이사자처럼 데이터 분석 스쿨,500037933544,AIG20230000455664,5,,851,,,13794000,13794000,90,K-디지털 트레이닝,
웹 서비스기반 Technical 프로덕트 매니저(PM) 트랙,500038398274,AIG20240000459083,4,,669,,,17169900,17169900,100,K-디지털 트레이닝,
앱 제작 실무 과정,500039286716,AIG20230000412747,6,,855,,,19602000,19602000,100,K-디지털 트레이닝,
실무형 iOS 앱 개발자 양성과정,500039286716,AIG20230000412742,6,,790,,,19602000,19602000,100,K-디지털 트레이닝,
[구름 x 인프런] 자바 스프링 & 리액트 풀스택 개발자 성장 과정,500039727504,AIG20230000412766,13,,732,,,19003050,19003050,100,K-디지털 트레이닝,
AI(인공지능) Lab,500033945638,AIG20230000412718,8,,858,,,20328000,20328000,100,K-디지털 트레이닝,
생성형 AI를 활용한 데이터드리븐 프로덕트 매니저 양성과정,500039286716,AIG20240000498156,2,,00,,,19602000,19602000,100,K-디지털 트레이닝,
재직자_INNER CIRCLE : 인공지능(AI) 마스터 Course,500033945638,AIG20240000498366,2,,939,,,3702600,3702600,100,K-디지털 트레이닝,
파이썬을 활용한 고도화 백엔드 아키텍처 설계 및 개발 과정,500037933544,AIG20230000412697,6,,861,,,16698000,16698000,100,K-디지털 트레이닝,
"빅데이터 기반 품질 관리(QA, QC) 양성과정",500039286716,AIG20240000498159,2,,00,,,19602000,19602000,100,K-디지털 트레이닝,
